name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,13,28.506,25.432,-10.78369,0.929,0.92,-0.96878,44.206,55.717,26.03945
Case_1-02,avg,fixed_multilevel_tresholding,13,28.44,24.945,-12.28903,0.927,0.917,-1.07875,45.46,56.273,23.78575
Case_1-03,avg,fixed_multilevel_tresholding,13,28.9,26.935,-6.79931,0.94,0.943,0.31915,44.406,62.236,40.15223
Case_1-04,avg,fixed_multilevel_tresholding,13,28.842,26.703,-7.41627,0.944,0.947,0.3178,44.233,62.345,40.9468
Case_1-05,avg,fixed_multilevel_tresholding,13,28.935,26.799,-7.38206,0.941,0.942,0.10627,45.133,62.203,37.82155
Case_1-06,avg,fixed_multilevel_tresholding,13,28.466,25.198,-11.48036,0.939,0.927,-1.27796,45.905,53.784,17.16371
Case_1-07,avg,fixed_multilevel_tresholding,13,28.853,26.068,-9.65238,0.95,0.939,-1.15789,45.998,58.686,27.58381
Case_1-08,avg,fixed_multilevel_tresholding,13,29.023,26.984,-7.02546,0.935,0.939,0.42781,46.057,61.16,32.79198
Case_10-01,avg,fixed_multilevel_tresholding,13,28.265,23.549,-16.68495,0.909,0.813,-10.56106,52.368,56.953,8.75535
Case_10-02,avg,fixed_multilevel_tresholding,13,28.705,23.614,-17.73559,0.916,0.825,-9.9345,51.719,54.986,6.31683
Case_10-03,avg,fixed_multilevel_tresholding,13,28.034,23.367,-16.64764,0.902,0.805,-10.75388,51.503,57.428,11.50418
Case_10-04,avg,fixed_multilevel_tresholding,13,28.155,23.035,-18.18505,0.913,0.814,-10.84337,51.346,55.37,7.83703
Case_10-05,avg,fixed_multilevel_tresholding,13,29.55,26.229,-11.23858,0.922,0.888,-3.68764,53.272,62.18,16.72173
Case_10-06,avg,fixed_multilevel_tresholding,13,28.622,23.722,-17.1197,0.918,0.837,-8.82353,52.41,53.849,2.74566
Case_10-07,avg,fixed_multilevel_tresholding,13,28.615,23.66,-17.31609,0.922,0.838,-9.11063,52.779,56.699,7.4272
Case_10-08,avg,fixed_multilevel_tresholding,13,28.629,23.718,-17.15393,0.921,0.839,-8.90337,52.79,56.977,7.93143
Case_10-09,avg,fixed_multilevel_tresholding,13,28.283,23.846,-15.68787,0.918,0.84,-8.49673,51.182,58.565,14.42499
Case_10-10,avg,fixed_multilevel_tresholding,13,28.849,25.131,-12.8878,0.901,0.834,-7.43618,52.489,61.437,17.04738
Case_11-07,avg,fixed_multilevel_tresholding,13,29.139,24.932,-14.4377,0.902,0.83,-7.98226,61.466,56.081,-8.76094
Case_11-09,avg,fixed_multilevel_tresholding,13,31.972,30.047,-6.02089,0.863,0.863,0,52.452,48.143,-8.21513
Case_11-10,avg,fixed_multilevel_tresholding,13,30.632,27.833,-9.1375,0.871,0.849,-2.52583,44.608,56.215,26.02
Case_11-11,avg,fixed_multilevel_tresholding,13,30.611,27.691,-9.53905,0.868,0.844,-2.76498,43.352,55.798,28.70917
Case_11-12,avg,fixed_multilevel_tresholding,13,30.484,27.48,-9.85435,0.869,0.841,-3.22209,41.542,54.712,31.70285
Case_11-13,avg,fixed_multilevel_tresholding,13,32.161,29.341,-8.76838,0.875,0.858,-1.94286,50.534,48.59,-3.84691
Case_11-15,avg,fixed_multilevel_tresholding,13,29.593,26.69,-9.80975,0.909,0.879,-3.30033,58.655,55.375,-5.59202
Case_12-01,avg,fixed_multilevel_tresholding,13,29.991,28.175,-6.05515,0.949,0.945,-0.4215,51.284,65.619,27.95219
Case_12-02,avg,fixed_multilevel_tresholding,13,29.884,28.108,-5.94298,0.951,0.947,-0.42061,50.238,66.806,32.97902
Case_12-03,avg,fixed_multilevel_tresholding,13,29.796,27.993,-6.05115,0.949,0.945,-0.4215,51.081,64.278,25.83544
Case_12-04,avg,fixed_multilevel_tresholding,13,29.475,26.769,-9.18066,0.943,0.923,-2.12089,48.971,61.483,25.54982
Case_12-05,avg,fixed_multilevel_tresholding,13,29.323,26.328,-10.21383,0.936,0.91,-2.77778,49.715,60.804,22.30514
Case_12-06,avg,fixed_multilevel_tresholding,13,29.17,26.589,-8.84813,0.939,0.92,-2.02343,50.272,62.894,25.10742
Case_12-07,avg,fixed_multilevel_tresholding,13,29.274,26.543,-9.3291,0.934,0.91,-2.56959,49.713,62.787,26.29896
Case_12-08,avg,fixed_multilevel_tresholding,13,29.306,26.792,-8.57845,0.941,0.924,-1.80659,49.925,63.129,26.44767
Case_12-09,avg,fixed_multilevel_tresholding,13,29.417,26.804,-8.88262,0.947,0.929,-1.90074,50.363,63.363,25.8126
Case_12-10,avg,fixed_multilevel_tresholding,13,29.454,27.629,-6.1961,0.948,0.946,-0.21097,48.496,62.126,28.10541
Case_12-11,avg,fixed_multilevel_tresholding,13,29.266,26.32,-10.06629,0.946,0.926,-2.11416,49.17,64.242,30.65284
Case_12-12,avg,fixed_multilevel_tresholding,13,29.517,27.082,-8.24948,0.937,0.924,-1.38741,52.013,64.519,24.04399
Case_13-01,avg,fixed_multilevel_tresholding,13,28.726,24.856,-13.47212,0.908,0.842,-7.26872,52.872,59.614,12.75155
Case_13-02,avg,fixed_multilevel_tresholding,13,28.691,24.395,-14.97334,0.902,0.814,-9.7561,52.279,58.736,12.35104
Case_13-03,avg,fixed_multilevel_tresholding,13,28.794,24.411,-15.22192,0.909,0.829,-8.80088,53.546,59.29,10.72723
Case_13-04,avg,fixed_multilevel_tresholding,13,29.457,26.537,-9.91275,0.904,0.866,-4.20354,52.394,65.845,25.67279
Case_13-05,avg,fixed_multilevel_tresholding,13,29.365,26.517,-9.69862,0.914,0.882,-3.50109,54.25,64.507,18.90691
Case_13-06,avg,fixed_multilevel_tresholding,13,28.797,24.7,-14.22718,0.914,0.845,-7.54923,52.829,58.949,11.58455
Case_13-07,avg,fixed_multilevel_tresholding,13,28.785,25.52,-11.34271,0.909,0.862,-5.17052,51.808,60.95,17.64592
Case_13-10,avg,fixed_multilevel_tresholding,13,28.906,25.249,-12.65135,0.898,0.839,-6.57016,52.083,62.256,19.53229
Case_13-11,avg,fixed_multilevel_tresholding,13,28.661,24.251,-15.38676,0.897,0.817,-8.91862,53.121,60.42,13.74033
Case_13-12,avg,fixed_multilevel_tresholding,13,29.065,24.496,-15.71994,0.905,0.824,-8.95028,51.186,60.253,17.71383
Case_14-01,avg,fixed_multilevel_tresholding,13,29.383,26.575,-9.55655,0.864,0.818,-5.32407,49.834,61.957,24.32676
Case_14-02,avg,fixed_multilevel_tresholding,13,29.007,25.968,-10.47678,0.844,0.777,-7.93839,50.732,61.372,20.97296
Case_14-03,avg,fixed_multilevel_tresholding,13,29.364,26.005,-11.43918,0.877,0.819,-6.61345,48.867,60.596,24.00188
Case_14-04,avg,fixed_multilevel_tresholding,13,29.512,26.008,-11.87314,0.926,0.889,-3.99568,49.07,61.8,25.94253
Case_14-05,avg,fixed_multilevel_tresholding,13,29.249,25.732,-12.02434,0.881,0.825,-6.35641,48.184,59.473,23.42894
Case_14-06,avg,fixed_multilevel_tresholding,13,29.267,25.947,-11.34383,0.906,0.861,-4.96689,48.649,59.989,23.30983
Case_14-07,avg,fixed_multilevel_tresholding,13,29.392,25.805,-12.204,0.89,0.821,-7.75281,49.401,60.714,22.90035
Case_14-08,avg,fixed_multilevel_tresholding,13,29.538,26.224,-11.21945,0.903,0.855,-5.31561,49.287,61.644,25.07152
Case_14-09,avg,fixed_multilevel_tresholding,13,29.314,26.079,-11.03568,0.881,0.821,-6.81044,48.843,61.748,26.42139
Case_14-11,avg,fixed_multilevel_tresholding,13,29.225,25.854,-11.53464,0.862,0.79,-8.35267,50.943,60.467,18.6954
Case_14-12,avg,fixed_multilevel_tresholding,13,29.202,26.111,-10.58489,0.849,0.785,-7.53828,49.63,62.187,25.30123
Case_15-02,avg,fixed_multilevel_tresholding,13,30.401,28.119,-7.50633,0.905,0.896,-0.99448,53.742,65.315,21.53437
Case_15-03,avg,fixed_multilevel_tresholding,13,29.559,26.363,-10.81227,0.89,0.861,-3.25843,49.612,63.432,27.85616
Case_15-04,avg,fixed_multilevel_tresholding,13,30.192,28.636,-5.15368,0.904,0.901,-0.33186,57.317,66.917,16.74896
Case_15-05,avg,fixed_multilevel_tresholding,13,30.304,29.018,-4.24366,0.916,0.916,0,54.932,67.575,23.01573
Case_15-06,avg,fixed_multilevel_tresholding,13,30.312,29.119,-3.93574,0.92,0.919,-0.1087,52.247,66.619,27.5078
Case_15-07,avg,fixed_multilevel_tresholding,13,30.416,29.411,-3.30418,0.934,0.937,0.3212,51.534,67.047,30.10246
Case_15-08,avg,fixed_multilevel_tresholding,13,30.289,28.846,-4.76411,0.926,0.924,-0.21598,56.897,67.174,18.06246
Case_15-09,avg,fixed_multilevel_tresholding,13,29.75,27.632,-7.11933,0.908,0.898,-1.10132,49.715,64.954,30.65272
Case_15-10,avg,fixed_multilevel_tresholding,13,29.498,27.379,-7.18354,0.924,0.912,-1.2987,52.859,63.961,21.00305
Case_15-11,avg,fixed_multilevel_tresholding,13,29.267,26.572,-9.20832,0.91,0.886,-2.63736,50.096,60.528,20.82402
Case_15-12,avg,fixed_multilevel_tresholding,13,30.009,28.423,-5.28508,0.919,0.92,0.10881,50.459,65.762,30.32759
Case_16-01,avg,fixed_multilevel_tresholding,13,30.588,28.275,-7.56179,0.897,0.887,-1.11483,56.431,60.058,6.42732
Case_16-02,avg,fixed_multilevel_tresholding,13,30.247,28.598,-5.45178,0.916,0.915,-0.10917,57.879,60.229,4.06019
Case_16-03,avg,fixed_multilevel_tresholding,13,30.266,27.878,-7.89004,0.9,0.884,-1.77778,60.616,63.378,4.55655
Case_16-04,avg,fixed_multilevel_tresholding,13,30.716,28.712,-6.52429,0.9,0.897,-0.33333,56.772,58.583,3.18995
Case_16-05,avg,fixed_multilevel_tresholding,13,30.812,28.335,-8.03908,0.908,0.899,-0.99119,54.876,62.014,13.00751
Case_16-06,avg,fixed_multilevel_tresholding,13,29.297,26.949,-8.01447,0.923,0.908,-1.62514,49.74,62.271,25.193
Case_16-07,avg,fixed_multilevel_tresholding,13,30.152,28.091,-6.83537,0.911,0.906,-0.54885,59.726,62.695,4.97103
Case_16-08,avg,fixed_multilevel_tresholding,13,29.537,27.373,-7.3264,0.93,0.914,-1.72043,51.232,63.28,23.51655
Case_16-09,avg,fixed_multilevel_tresholding,13,30.129,27.922,-7.32517,0.923,0.911,-1.30011,52.895,66.206,25.16495
Case_16-10,avg,fixed_multilevel_tresholding,13,30.662,29.351,-4.27565,0.916,0.912,-0.43668,59.029,66.641,12.89536
Case_16-11,avg,fixed_multilevel_tresholding,13,29.693,28.122,-5.29081,0.935,0.929,-0.64171,55.307,65.482,18.39731
Case_16-12,avg,fixed_multilevel_tresholding,13,29.609,28.059,-5.23489,0.932,0.927,-0.53648,52.349,64.657,23.51143
