name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,17,40.124,23.646,-41.06769,0.993,0.914,-7.95569,48.578,60.409,24.35465
Case_1-02,avg,multilevel_tresholding,17,40.294,22.861,-43.26451,0.993,0.905,-8.86203,53.816,57.743,7.29709
Case_1-03,avg,multilevel_tresholding,17,40.758,25.367,-37.76191,0.994,0.944,-5.03018,47.54,63.833,34.27219
Case_1-04,avg,multilevel_tresholding,17,40.757,25.018,-38.61668,0.995,0.943,-5.22613,53.792,64.384,19.69066
Case_1-05,avg,multilevel_tresholding,17,40.656,25.212,-37.98701,0.994,0.941,-5.33199,46.334,65.205,40.72819
Case_1-06,avg,multilevel_tresholding,17,40.142,23.19,-42.23008,0.994,0.917,-7.74648,52.807,60.687,14.92226
Case_1-07,avg,multilevel_tresholding,17,40.462,24.346,-39.82996,0.995,0.935,-6.03015,49.158,66.242,34.75324
Case_1-08,avg,multilevel_tresholding,17,40.894,25.387,-37.91999,0.994,0.938,-5.6338,49.059,64.005,30.46536
Case_10-01,avg,multilevel_tresholding,17,39.593,22.372,-43.49506,0.991,0.804,-18.86983,44.341,67.144,51.42645
Case_10-02,avg,multilevel_tresholding,17,40.734,22.197,-45.50744,0.993,0.808,-18.63041,45.806,66.684,45.57918
Case_10-03,avg,multilevel_tresholding,17,38.835,22.229,-42.7604,0.989,0.795,-19.61577,43.98,66.674,51.60073
Case_10-04,avg,multilevel_tresholding,17,39.831,21.711,-45.4922,0.992,0.8,-19.35484,44.569,65.641,47.2795
Case_10-05,avg,multilevel_tresholding,17,41.79,24.952,-40.29194,0.993,0.885,-10.87613,49.507,66.974,35.28188
Case_10-06,avg,multilevel_tresholding,17,40.731,22.227,-45.42977,0.993,0.821,-17.32125,46.657,65.261,39.87397
Case_10-07,avg,multilevel_tresholding,17,40.561,22.329,-44.94958,0.993,0.825,-16.91843,45.585,66.819,46.58111
Case_10-08,avg,multilevel_tresholding,17,40.523,22.393,-44.74002,0.993,0.826,-16.81772,45.624,66.918,46.6728
Case_10-09,avg,multilevel_tresholding,17,40.008,22.657,-43.36883,0.993,0.829,-16.51561,44.324,67.148,51.49355
Case_10-10,avg,multilevel_tresholding,17,40.71,24.156,-40.66323,0.991,0.836,-15.64077,44.168,67.167,52.07164
Case_11-07,avg,multilevel_tresholding,17,40.937,23.848,-41.74463,0.989,0.828,-16.27907,48.022,56.634,17.93345
Case_11-09,avg,multilevel_tresholding,17,44.503,30.095,-32.37535,0.985,0.938,-4.77157,37.659,51.461,36.64994
Case_11-10,avg,multilevel_tresholding,17,42.576,27.3,-35.87937,0.986,0.899,-8.82353,36.004,55.662,54.59949
Case_11-11,avg,multilevel_tresholding,17,42.828,27.064,-36.8077,0.987,0.896,-9.21986,36.227,55.287,52.61269
Case_11-12,avg,multilevel_tresholding,17,42.453,26.654,-37.21527,0.988,0.889,-10.02024,35.143,55.696,58.48391
Case_11-13,avg,multilevel_tresholding,17,43.838,28.766,-34.38113,0.985,0.918,-6.80203,33.158,54.783,65.21805
Case_11-15,avg,multilevel_tresholding,17,42.004,25.836,-38.49157,0.992,0.899,-9.375,45.871,57.505,25.36243
Case_12-01,avg,multilevel_tresholding,17,41.011,26.958,-34.26642,0.994,0.947,-4.72837,44.763,68.715,53.50848
Case_12-02,avg,multilevel_tresholding,17,40.787,26.946,-33.93483,0.995,0.949,-4.62312,47.114,67.843,43.99754
Case_12-03,avg,multilevel_tresholding,17,40.661,26.712,-34.3056,0.994,0.947,-4.72837,46.468,68.61,47.65
Case_12-04,avg,multilevel_tresholding,17,41.757,25.439,-39.07848,0.995,0.921,-7.43719,48.837,68.866,41.01194
Case_12-05,avg,multilevel_tresholding,17,41.28,25.071,-39.26599,0.995,0.908,-8.74372,47.772,69.032,44.50306
Case_12-06,avg,multilevel_tresholding,17,40.684,25.372,-37.63642,0.994,0.92,-7.44467,46.888,68.793,46.71771
Case_12-07,avg,multilevel_tresholding,17,41.006,25.303,-38.2944,0.994,0.908,-8.65191,47.251,69.096,46.23183
Case_12-08,avg,multilevel_tresholding,17,40.991,25.626,-37.48384,0.995,0.924,-7.13568,47.245,69.185,46.43878
Case_12-09,avg,multilevel_tresholding,17,41.197,25.614,-37.82557,0.995,0.929,-6.63317,47.838,68.855,43.93369
Case_12-10,avg,multilevel_tresholding,17,40.505,26.179,-35.36847,0.994,0.945,-4.92958,47.234,69.06,46.20824
Case_12-11,avg,multilevel_tresholding,17,41.32,24.963,-39.58616,0.995,0.924,-7.13568,45.996,67.514,46.78233
Case_12-12,avg,multilevel_tresholding,17,40.941,25.796,-36.99226,0.994,0.926,-6.84105,45.606,68.73,50.70385
Case_13-01,avg,multilevel_tresholding,17,40.311,23.787,-40.99129,0.991,0.839,-15.33804,44.01,67.005,52.24949
Case_13-02,avg,multilevel_tresholding,17,40.347,23.372,-42.07252,0.991,0.807,-18.5671,43.522,66.401,52.56882
Case_13-03,avg,multilevel_tresholding,17,40.575,23.267,-42.65681,0.992,0.822,-17.1371,44.191,66.894,51.37471
Case_13-04,avg,multilevel_tresholding,17,40.927,25.633,-37.36897,0.99,0.87,-12.12121,45.104,62.769,39.16504
Case_13-05,avg,multilevel_tresholding,17,40.451,25.481,-37.00774,0.99,0.884,-10.70707,43.19,63.404,46.8025
Case_13-06,avg,multilevel_tresholding,17,40.716,23.597,-42.0449,0.992,0.839,-15.42339,44.646,66.937,49.92833
Case_13-07,avg,multilevel_tresholding,17,40.046,24.532,-38.74045,0.991,0.862,-13.01715,43.378,65.997,52.14394
Case_13-10,avg,multilevel_tresholding,17,40.343,24.12,-40.21268,0.989,0.836,-15.47017,44.592,67.74,51.91066
Case_13-11,avg,multilevel_tresholding,17,40.368,23.01,-42.99941,0.99,0.81,-18.18182,44.525,67.109,50.72207
Case_13-12,avg,multilevel_tresholding,17,41.185,23.106,-43.89705,0.991,0.811,-18.16347,48.505,63.837,31.60911
Case_14-01,avg,multilevel_tresholding,17,40.608,25.17,-38.01714,0.984,0.806,-18.08943,48.956,67.473,37.82376
Case_14-02,avg,multilevel_tresholding,17,40.599,24.697,-39.16845,0.984,0.765,-22.2561,45.773,67.333,47.102
Case_14-03,avg,multilevel_tresholding,17,40.862,24.559,-39.8977,0.987,0.804,-18.54103,46.629,68.78,47.50477
Case_14-04,avg,multilevel_tresholding,17,41.4,24.737,-40.24879,0.994,0.889,-10.56338,46.697,68.402,46.4805
Case_14-05,avg,multilevel_tresholding,17,40.827,24.125,-40.9092,0.987,0.806,-18.3384,47.305,68.05,43.85372
Case_14-06,avg,multilevel_tresholding,17,40.759,24.497,-39.89794,0.991,0.856,-13.6226,47.136,68.562,45.4557
Case_14-07,avg,multilevel_tresholding,17,40.576,24.466,-39.70327,0.988,0.804,-18.62348,45.825,67.576,47.46536
Case_14-08,avg,multilevel_tresholding,17,40.983,24.758,-39.58959,0.99,0.843,-14.84848,47.441,68.15,43.65212
Case_14-09,avg,multilevel_tresholding,17,40.879,24.74,-39.47993,0.988,0.807,-18.31984,46.323,67.909,46.59888
Case_14-11,avg,multilevel_tresholding,17,40.635,24.535,-39.62102,0.985,0.772,-21.62437,45.087,67.344,49.36456
Case_14-12,avg,multilevel_tresholding,17,40.992,24.873,-39.32231,0.985,0.776,-21.21827,46.286,68.057,47.03582
Case_15-02,avg,multilevel_tresholding,17,42.06,26.595,-36.7689,0.99,0.895,-9.59596,42.936,68.091,58.5872
Case_15-03,avg,multilevel_tresholding,17,40.923,24.755,-39.50834,0.988,0.856,-13.36032,50.247,68.797,36.91763
Case_15-04,avg,multilevel_tresholding,17,41.905,27.589,-34.16299,0.99,0.91,-8.08081,40.702,64.446,58.3362
Case_15-05,avg,multilevel_tresholding,17,42.153,27.969,-33.64885,0.992,0.925,-6.75403,41.69,62.782,50.59247
Case_15-06,avg,multilevel_tresholding,17,42.066,28.173,-33.02667,0.992,0.927,-6.55242,40.056,61.541,53.63741
Case_15-07,avg,multilevel_tresholding,17,42.31,28.337,-33.02529,0.994,0.943,-5.13078,46.824,61.047,30.37545
Case_15-08,avg,multilevel_tresholding,17,41.907,27.892,-33.4431,0.992,0.929,-6.35081,43.074,60.826,41.2128
Case_15-09,avg,multilevel_tresholding,17,41.596,26.378,-36.58525,0.991,0.903,-8.87992,46.059,67.044,45.56113
Case_15-10,avg,multilevel_tresholding,17,40.97,26.09,-36.31926,0.992,0.912,-8.06452,50.055,65.763,31.38148
Case_15-11,avg,multilevel_tresholding,17,40.711,25.134,-38.26239,0.991,0.883,-10.89808,49.681,68.034,36.94169
Case_15-12,avg,multilevel_tresholding,17,42.175,27.293,-35.28631,0.993,0.929,-6.44512,43.373,65.741,51.57125
Case_16-01,avg,multilevel_tresholding,17,41.751,27.091,-35.11293,0.986,0.894,-9.33063,38.225,59.101,54.61347
Case_16-02,avg,multilevel_tresholding,17,41.89,27.429,-34.52137,0.99,0.922,-6.86869,41.265,65.081,57.71477
Case_16-03,avg,multilevel_tresholding,17,41.555,26.771,-35.57695,0.988,0.889,-10.02024,35.611,65.308,83.39277
Case_16-04,avg,multilevel_tresholding,17,42.044,27.55,-34.47341,0.987,0.903,-8.51064,37.699,63.433,68.26176
Case_16-05,avg,multilevel_tresholding,17,41.98,26.989,-35.70986,0.986,0.904,-8.31643,37.888,59.87,58.01837
Case_16-06,avg,multilevel_tresholding,17,40.864,25.721,-37.05707,0.992,0.909,-8.36694,44.481,67.676,52.14586
Case_16-07,avg,multilevel_tresholding,17,41.907,26.788,-36.0775,0.99,0.913,-7.77778,40.167,62.767,56.26509
Case_16-08,avg,multilevel_tresholding,17,40.981,26.178,-36.12162,0.993,0.914,-7.95569,47.138,65.351,38.63762
Case_16-09,avg,multilevel_tresholding,17,41.448,26.67,-35.65431,0.991,0.911,-8.07265,45.775,63.432,38.57346
Case_16-10,avg,multilevel_tresholding,17,41.914,28.558,-31.86525,0.99,0.915,-7.57576,41.333,59.246,43.33825
Case_16-11,avg,multilevel_tresholding,17,41.153,27.107,-34.13117,0.993,0.933,-6.0423,46.517,62.252,33.82634
Case_16-12,avg,multilevel_tresholding,17,41.204,27.04,-34.3753,0.993,0.93,-6.34441,44.435,64.412,44.9578
Case_16-13,avg,multilevel_tresholding,17,41.039,26.16,-36.25576,0.992,0.914,-7.8629,47.335,66.221,39.8986
Case_17-01,avg,multilevel_tresholding,17,40.489,24.433,-39.65521,0.993,0.904,-8.96274,46.404,67.385,45.21377
