name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,19,33.476,22.757,-32.01995,0.972,0.902,-7.20165,52.435,61.892,18.03566
Case_1-02,avg,fixed_multilevel_tresholding,19,33.482,21.924,-34.52004,0.972,0.89,-8.43621,52.75,59.321,12.45687
Case_1-03,avg,fixed_multilevel_tresholding,19,33.98,24.44,-28.07534,0.977,0.935,-4.29887,49.548,66.253,33.71478
Case_1-04,avg,fixed_multilevel_tresholding,19,33.947,24.078,-29.07179,0.979,0.934,-4.59653,52.916,66.722,26.09041
Case_1-05,avg,fixed_multilevel_tresholding,19,33.969,24.314,-28.42297,0.978,0.933,-4.60123,49.426,67.437,36.44034
Case_1-06,avg,fixed_multilevel_tresholding,19,33.434,22.275,-33.3762,0.977,0.905,-7.3695,53.791,62.389,15.98409
Case_1-07,avg,fixed_multilevel_tresholding,19,33.741,23.473,-30.43182,0.981,0.926,-5.60652,52.955,68.194,28.77726
Case_1-08,avg,fixed_multilevel_tresholding,19,34.152,24.445,-28.42293,0.975,0.929,-4.71795,49.907,66.263,32.77296
Case_10-01,avg,fixed_multilevel_tresholding,19,32.913,21.858,-33.58855,0.964,0.794,-17.63485,41.999,67.247,60.11572
Case_10-02,avg,fixed_multilevel_tresholding,19,33.662,21.613,-35.79407,0.969,0.795,-17.95666,44.972,67.843,50.85609
Case_10-03,avg,fixed_multilevel_tresholding,19,32.564,21.729,-33.27294,0.961,0.785,-18.31426,41.347,66.624,61.13382
Case_10-04,avg,fixed_multilevel_tresholding,19,32.984,21.163,-35.83859,0.967,0.788,-18.51086,42.219,66.727,58.04969
Case_10-05,avg,fixed_multilevel_tresholding,19,34.767,24.304,-30.09463,0.972,0.875,-9.97942,50.273,67.138,33.54683
Case_10-06,avg,fixed_multilevel_tresholding,19,33.637,21.578,-35.8504,0.97,0.807,-16.80412,45.244,66.467,46.90788
