name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,11,35.513,27.405,-22.83108,0.982,0.949,-3.36049,52.735,49.497,-6.14013
Case_1-02,avg,multilevel_tresholding,11,35.612,27.074,-23.97506,0.982,0.95,-3.25866,54.475,48.389,-11.1721
Case_1-03,avg,multilevel_tresholding,11,36.059,29.11,-19.27119,0.985,0.966,-1.92893,51.448,56.352,9.53195
Case_1-04,avg,multilevel_tresholding,11,36.06,29.009,-19.55352,0.986,0.969,-1.72414,54.6,56.231,2.98718
Case_1-05,avg,multilevel_tresholding,11,36.008,28.863,-19.84281,0.985,0.964,-2.13198,51.409,56.382,9.6734
Case_1-06,avg,multilevel_tresholding,11,35.482,27.297,-23.06803,0.985,0.955,-3.04569,54.128,49.112,-9.26692
Case_1-07,avg,multilevel_tresholding,11,35.785,28.157,-21.31619,0.987,0.961,-2.63425,51.387,51.73,0.66748
Case_1-08,avg,multilevel_tresholding,11,36.215,29.242,-19.25445,0.983,0.964,-1.93286,51.919,53.878,3.77319
Case_10-01,avg,multilevel_tresholding,11,34.946,24.839,-28.92177,0.976,0.854,-12.5,42.96,55.602,29.42737
Case_10-02,avg,multilevel_tresholding,11,35.813,25.112,-29.88021,0.98,0.868,-11.42857,45.966,54.846,19.31863
Case_10-03,avg,multilevel_tresholding,11,34.463,24.617,-28.56977,0.973,0.845,-13.15519,42.322,54.5,28.77463
Case_10-04,avg,multilevel_tresholding,11,35.063,24.393,-30.43094,0.978,0.855,-12.57669,43.414,52.67,21.32031
Case_10-05,avg,multilevel_tresholding,11,36.909,27.979,-24.19464,0.982,0.921,-6.21181,53.361,55.394,3.8099
Case_10-06,avg,multilevel_tresholding,11,35.791,25.327,-29.2364,0.98,0.879,-10.30612,46.239,52.034,12.53271
Case_10-07,avg,multilevel_tresholding,11,35.684,25.083,-29.70799,0.981,0.876,-10.70336,44.532,53.942,21.13087
Case_10-08,avg,multilevel_tresholding,11,35.654,25.173,-29.39642,0.981,0.878,-10.49949,44.582,53.912,20.92773
Case_10-09,avg,multilevel_tresholding,11,35.198,25.224,-28.33684,0.98,0.875,-10.71429,44.956,55.191,22.76671
Case_10-10,avg,multilevel_tresholding,11,35.995,26.539,-26.27032,0.977,0.874,-10.54248,42.752,58.277,36.31409
Case_11-07,avg,multilevel_tresholding,11,36.157,26.415,-26.94361,0.975,0.876,-10.15385,45.684,57.635,26.16014
Case_11-09,avg,multilevel_tresholding,11,40.644,32.989,-18.83427,0.974,0.952,-2.25873,47.147,51.587,9.41735
Case_11-10,avg,multilevel_tresholding,11,38.256,29.771,-22.17953,0.973,0.922,-5.24152,38.639,54.425,40.85509
Case_11-11,avg,multilevel_tresholding,11,38.322,29.666,-22.58755,0.974,0.922,-5.33881,41.793,53.594,28.23679
Case_11-12,avg,multilevel_tresholding,11,37.84,29.248,-22.70613,0.973,0.915,-5.96095,52.506,55.789,6.25262
Case_11-13,avg,multilevel_tresholding,11,39.641,31.283,-21.08423,0.974,0.935,-4.00411,44.545,56.109,25.96026
Case_11-15,avg,multilevel_tresholding,11,37.002,28.342,-23.40414,0.981,0.923,-5.91233,51.014,57.489,12.69259
Case_12-01,avg,multilevel_tresholding,11,36.767,30.179,-17.91824,0.986,0.964,-2.23124,52.954,59.389,12.15206
Case_12-02,avg,multilevel_tresholding,11,36.615,30.119,-17.74136,0.987,0.965,-2.22898,52.77,60.376,14.41349
Case_12-03,avg,multilevel_tresholding,11,36.529,29.975,-17.94191,0.986,0.964,-2.23124,52.071,57.657,10.72766
Case_12-04,avg,multilevel_tresholding,11,36.886,28.636,-22.36621,0.987,0.946,-4.154,50.243,56.502,12.45746
Case_12-05,avg,multilevel_tresholding,11,36.478,28.045,-23.11804,0.985,0.934,-5.17766,46.963,56.997,21.36576
Case_12-06,avg,multilevel_tresholding,11,36.103,28.245,-21.7655,0.985,0.941,-4.46701,46.111,58.062,25.91789
Case_12-07,avg,multilevel_tresholding,11,36.32,28.179,-22.41465,0.984,0.933,-5.18293,46.224,57.077,23.47915
Case_12-08,avg,multilevel_tresholding,11,36.373,28.544,-21.52421,0.986,0.945,-4.15822,47.316,57.685,21.91436
Case_12-09,avg,multilevel_tresholding,11,36.466,28.541,-21.73257,0.987,0.95,-3.74873,47.507,57.988,22.06201
Case_12-10,avg,multilevel_tresholding,11,36.297,29.67,-18.25771,0.986,0.964,-2.23124,53.454,56.085,4.92199
Case_12-11,avg,multilevel_tresholding,11,36.468,28.067,-23.03663,0.987,0.948,-3.95137,52.939,58.123,9.7924
Case_12-12,avg,multilevel_tresholding,11,36.436,28.826,-20.88594,0.984,0.946,-3.86179,50.755,58.355,14.97389
Case_13-01,avg,multilevel_tresholding,11,35.595,26.214,-26.35483,0.976,0.879,-9.93852,43.483,57.347,31.88372
Case_13-02,avg,multilevel_tresholding,11,35.631,25.701,-27.86899,0.975,0.853,-12.51282,44.567,58.272,30.75145
