name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,9,37.295,29.379,-21.22537,0.988,0.963,-2.53036,51.378,52.612,2.40181
Case_1-02,avg,multilevel_tresholding,9,37.441,29.248,-21.88243,0.988,0.966,-2.22672,54.693,51.922,-5.06646
Case_1-03,avg,multilevel_tresholding,9,37.908,30.94,-18.38134,0.99,0.975,-1.51515,51.283,52.848,3.05169
Case_1-04,avg,multilevel_tresholding,9,37.908,31.104,-17.94872,0.991,0.978,-1.31181,54.941,53.231,-3.11243
Case_1-05,avg,multilevel_tresholding,9,37.837,30.677,-18.92328,0.99,0.973,-1.71717,50.689,53.698,5.9362
Case_1-06,avg,multilevel_tresholding,9,37.314,29.408,-21.18776,0.99,0.968,-2.22222,53.472,52.938,-0.99865
Case_1-07,avg,multilevel_tresholding,9,37.618,30.081,-20.03562,0.991,0.971,-2.01816,49.355,54.191,9.7984
Case_1-08,avg,multilevel_tresholding,9,38.068,31.158,-18.15173,0.989,0.974,-1.51668,51.963,52.071,0.20784
Case_10-01,avg,multilevel_tresholding,9,36.735,26.358,-28.24826,0.984,0.885,-10.06098,43.705,56.829,30.0286
Case_10-02,avg,multilevel_tresholding,9,37.742,26.903,-28.71867,0.987,0.901,-8.71327,46.218,53.953,16.7359
Case_10-03,avg,multilevel_tresholding,9,36.142,26.087,-27.82082,0.981,0.877,-10.60143,43.096,56.929,32.09811
Case_10-04,avg,multilevel_tresholding,9,36.918,26.022,-29.51406,0.985,0.888,-9.84772,44.159,55.208,25.02095
Case_10-05,avg,multilevel_tresholding,9,38.855,29.753,-23.42556,0.988,0.941,-4.75709,52.992,54.826,3.4609
Case_10-06,avg,multilevel_tresholding,9,37.736,27.148,-28.05809,0.987,0.909,-7.90274,46.754,52.782,12.89301
Case_10-07,avg,multilevel_tresholding,9,37.601,26.771,-28.80243,0.988,0.906,-8.2996,45.283,56.196,24.09955
