name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,19,28.506,22.613,-20.67284,0.929,0.892,-3.98278,44.206,60.823,37.58992
Case_1-02,avg,fixed_multilevel_tresholding,19,28.44,21.799,-23.35091,0.927,0.88,-5.07012,45.46,59.093,29.989
Case_1-03,avg,fixed_multilevel_tresholding,19,28.9,24.192,-16.29066,0.94,0.926,-1.48936,44.406,65.691,47.93271
Case_1-04,avg,fixed_multilevel_tresholding,19,28.842,23.838,-17.3497,0.944,0.926,-1.90678,44.233,66.271,49.82253
Case_1-05,avg,fixed_multilevel_tresholding,19,28.935,24.116,-16.65457,0.941,0.924,-1.80659,45.133,66.143,46.5513
Case_1-06,avg,fixed_multilevel_tresholding,19,28.466,22.147,-22.19841,0.939,0.896,-4.57934,45.905,61.551,34.08343
Case_1-07,avg,fixed_multilevel_tresholding,19,28.853,23.295,-19.26316,0.95,0.918,-3.36842,45.998,67.749,47.28684
Case_1-08,avg,fixed_multilevel_tresholding,19,29.023,24.195,-16.63508,0.935,0.919,-1.71123,46.057,65.504,42.22377
Case_10-01,avg,fixed_multilevel_tresholding,19,28.265,21.778,-22.95065,0.909,0.781,-14.08141,52.368,67.761,29.3939
Case_10-02,avg,fixed_multilevel_tresholding,19,28.705,21.528,-25.00261,0.916,0.783,-14.51965,51.719,67.924,31.33278
Case_10-03,avg,fixed_multilevel_tresholding,19,28.034,21.649,-22.77591,0.902,0.775,-14.07982,51.503,67.42,30.905
Case_10-04,avg,fixed_multilevel_tresholding,19,28.155,21.092,-25.08613,0.913,0.777,-14.89595,51.346,66.189,28.9078
Case_10-05,avg,fixed_multilevel_tresholding,19,29.55,24.13,-18.34179,0.922,0.864,-6.29067,53.272,66.867,25.51997
Case_10-06,avg,fixed_multilevel_tresholding,19,28.622,21.493,-24.90741,0.918,0.796,-13.28976,52.41,66.471,26.82885
Case_10-07,avg,fixed_multilevel_tresholding,19,28.615,21.696,-24.17963,0.922,0.803,-12.90672,52.779,67.378,27.66062
Case_10-08,avg,fixed_multilevel_tresholding,19,28.629,21.748,-24.03507,0.921,0.804,-12.70358,52.79,67.392,27.66054
Case_10-09,avg,fixed_multilevel_tresholding,19,28.283,22.026,-22.12283,0.918,0.811,-11.65577,51.182,67.525,31.93115
Case_10-10,avg,fixed_multilevel_tresholding,19,28.849,23.477,-18.6211,0.901,0.811,-9.9889,52.489,66.65,26.97899
Case_11-07,avg,fixed_multilevel_tresholding,19,29.139,23.204,-20.36789,0.902,0.801,-11.19734,61.466,56.957,-7.33576
Case_11-09,avg,fixed_multilevel_tresholding,19,31.972,28.475,-10.9377,0.863,0.856,-0.81112,52.452,48.463,-7.60505
Case_11-10,avg,fixed_multilevel_tresholding,19,30.632,26.283,-14.19757,0.871,0.837,-3.90356,44.608,58.689,31.56609
Case_11-11,avg,fixed_multilevel_tresholding,19,30.611,26.044,-14.91947,0.868,0.829,-4.49309,43.352,58.608,35.19099
Case_11-12,avg,fixed_multilevel_tresholding,19,30.484,25.792,-15.39168,0.869,0.827,-4.83314,41.542,57.519,38.45987
Case_11-13,avg,fixed_multilevel_tresholding,19,32.161,27.778,-13.62831,0.875,0.848,-3.08571,50.534,49.494,-2.05802
Case_11-15,avg,fixed_multilevel_tresholding,19,29.593,25.068,-15.29078,0.909,0.864,-4.9505,58.655,54.902,-6.39843
Case_12-01,avg,fixed_multilevel_tresholding,19,29.991,25.926,-13.55407,0.949,0.933,-1.68599,51.284,69.273,35.07722
Case_12-02,avg,fixed_multilevel_tresholding,19,29.884,25.936,-13.21108,0.951,0.936,-1.57729,50.238,68.581,36.5122
Case_12-03,avg,fixed_multilevel_tresholding,19,29.796,25.713,-13.70318,0.949,0.934,-1.58061,51.081,68.896,34.87598
Case_12-04,avg,fixed_multilevel_tresholding,19,29.475,24.532,-16.77014,0.943,0.905,-4.02969,48.971,68.611,40.10537
Case_12-05,avg,fixed_multilevel_tresholding,19,29.323,24.211,-17.43341,0.936,0.893,-4.59402,49.715,69.413,39.62184
Case_12-06,avg,fixed_multilevel_tresholding,19,29.17,24.53,-15.90675,0.939,0.906,-3.51438,50.272,68.877,37.00867
Case_12-07,avg,fixed_multilevel_tresholding,19,29.274,24.485,-16.35923,0.934,0.894,-4.28266,49.713,69.352,39.50476
Case_12-08,avg,fixed_multilevel_tresholding,19,29.306,24.746,-15.55995,0.941,0.91,-3.29437,49.925,69.154,38.51577
Case_12-09,avg,fixed_multilevel_tresholding,19,29.417,24.738,-15.90577,0.947,0.915,-3.37909,50.363,69.376,37.75192
Case_12-10,avg,fixed_multilevel_tresholding,19,29.454,25.149,-14.61601,0.948,0.932,-1.68776,48.496,69.682,43.68608
Case_12-11,avg,fixed_multilevel_tresholding,19,29.266,24.067,-17.76464,0.946,0.91,-3.8055,49.17,68.092,38.48281
Case_12-12,avg,fixed_multilevel_tresholding,19,29.517,24.923,-15.56391,0.937,0.91,-2.88154,52.013,69.478,33.57814
Case_13-01,avg,fixed_multilevel_tresholding,19,28.726,23.157,-19.38662,0.908,0.818,-9.91189,52.872,66.919,26.56794
Case_13-02,avg,fixed_multilevel_tresholding,19,28.691,22.799,-20.53606,0.902,0.786,-12.86031,52.279,66.648,27.48522
