name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,3,33.476,33.04,-1.30243,0.972,0.976,0.41152,52.435,55.492,5.83008
Case_1-02,avg,multilevel_tresholding,3,33.482,32.717,-2.28481,0.972,0.975,0.30864,52.75,55.55,5.30806
Case_1-03,avg,multilevel_tresholding,3,33.98,33.186,-2.33667,0.977,0.979,0.20471,49.548,56.741,14.51724
Case_1-04,avg,multilevel_tresholding,3,33.947,33.811,-0.40062,0.979,0.982,0.30644,52.916,57.344,8.36798
Case_1-05,avg,multilevel_tresholding,3,33.969,33.758,-0.62115,0.978,0.981,0.30675,49.426,56.592,14.49844
Case_1-06,avg,multilevel_tresholding,3,33.434,32.582,-2.5483,0.977,0.978,0.10235,53.791,55.262,2.73466
Case_1-07,avg,multilevel_tresholding,3,33.741,32.892,-2.51623,0.981,0.981,0,52.955,55.521,4.84562
Case_1-08,avg,multilevel_tresholding,3,34.152,33.512,-1.87398,0.975,0.977,0.20513,49.907,57.161,14.53504
Case_10-01,avg,multilevel_tresholding,3,32.913,32.745,-0.51044,0.964,0.968,0.41494,41.999,47.724,13.63128
Case_10-02,avg,multilevel_tresholding,3,33.662,31.944,-5.10368,0.969,0.968,-0.1032,44.972,48.523,7.89602
Case_10-03,avg,multilevel_tresholding,3,32.564,32.511,-0.16276,0.961,0.966,0.52029,41.347,47.133,13.99376
Case_10-04,avg,multilevel_tresholding,3,32.984,32.117,-2.62855,0.967,0.969,0.20683,42.219,48.545,14.98378
Case_10-05,avg,multilevel_tresholding,3,34.767,33.876,-2.56278,0.972,0.974,0.20576,50.273,56.06,11.51115
Case_10-06,avg,multilevel_tresholding,3,33.637,32.103,-4.56045,0.97,0.97,0,45.244,49.432,9.25648
Case_10-07,avg,multilevel_tresholding,3,33.555,32.416,-3.39443,0.971,0.972,0.10299,43.705,49.857,14.07619
Case_10-08,avg,multilevel_tresholding,3,33.535,32.639,-2.67184,0.971,0.972,0.10299,43.72,49.759,13.8129
Case_10-09,avg,multilevel_tresholding,3,33.125,32.689,-1.31623,0.969,0.972,0.3096,44.105,47.744,8.25077
Case_10-10,avg,multilevel_tresholding,3,33.951,33.584,-1.08097,0.965,0.969,0.41451,42.055,49.288,17.19891
Case_11-07,avg,multilevel_tresholding,3,34.089,33.626,-1.35821,0.963,0.967,0.41537,54.242,49.422,-8.8861
Case_11-09,avg,multilevel_tresholding,3,38.547,37.164,-3.58783,0.965,0.967,0.20725,48.089,48.217,0.26617
Case_11-10,avg,multilevel_tresholding,3,36.241,35.827,-1.14235,0.964,0.968,0.41494,39.272,41.793,6.41933
Case_11-11,avg,multilevel_tresholding,3,36.246,35.035,-3.34106,0.965,0.967,0.20725,39.729,43.057,8.37675
Case_11-12,avg,multilevel_tresholding,3,35.801,34.931,-2.4301,0.962,0.965,0.31185,45.986,49.914,8.54173
Case_11-13,avg,multilevel_tresholding,3,37.679,36.544,-3.01229,0.966,0.968,0.20704,45.616,48.033,5.29858
Case_11-15,avg,multilevel_tresholding,3,34.824,35.073,0.71502,0.971,0.975,0.41195,54.989,50.165,-8.77266
Case_12-01,avg,multilevel_tresholding,3,34.878,35.107,0.65657,0.98,0.983,0.30612,51.159,55.65,8.77851
Case_12-02,avg,multilevel_tresholding,3,34.763,35.288,1.51023,0.981,0.985,0.40775,53.067,55.05,3.73679
Case_12-03,avg,multilevel_tresholding,3,34.647,34.305,-0.9871,0.98,0.982,0.20408,52.704,55.538,5.3772
