name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,19,35.513,22.93,-35.4321,0.982,0.905,-7.84114,52.735,60.272,14.29222
Case_1-02,avg,otsu,19,35.612,22.116,-37.89734,0.982,0.894,-8.9613,54.475,58.655,7.67324
Case_1-03,avg,otsu,19,36.059,24.645,-31.65368,0.985,0.938,-4.77157,51.448,64.652,25.66475
Case_1-04,avg,otsu,19,36.06,24.288,-32.64559,0.986,0.937,-4.96957,54.6,64.766,18.61905
Case_1-05,avg,otsu,19,36.008,24.507,-31.94012,0.985,0.935,-5.07614,51.409,65.954,28.29271
Case_1-06,avg,otsu,19,35.482,22.439,-36.75948,0.985,0.908,-7.81726,54.128,59.798,10.47517
Case_1-07,avg,otsu,19,35.785,23.603,-34.0422,0.987,0.928,-5.97771,51.387,67.007,30.39679
Case_1-08,avg,otsu,19,36.215,24.654,-31.92324,0.983,0.932,-5.1882,51.919,64.89,24.98315
Case_10-01,avg,otsu,19,34.946,21.904,-37.32044,0.976,0.795,-18.54508,42.96,67.349,56.77142
Case_10-02,avg,otsu,19,35.813,21.656,-39.53034,0.98,0.796,-18.77551,45.966,67.616,47.10003
Case_10-03,avg,otsu,19,34.463,21.777,-36.81049,0.973,0.787,-19.11614,42.322,66.762,57.74774
Case_10-04,avg,otsu,19,35.063,21.209,-39.51174,0.978,0.79,-19.2229,43.414,66.517,53.21555
Case_10-05,avg,otsu,19,36.909,24.385,-33.9321,0.982,0.877,-10.69246,53.361,66.565,24.74466
Case_10-06,avg,otsu,19,35.791,21.641,-39.53508,0.98,0.809,-17.44898,46.239,65.825,42.35818
Case_10-07,avg,otsu,19,35.684,21.83,-38.82412,0.981,0.815,-16.92151,44.532,67.089,50.65346
Case_10-08,avg,otsu,19,35.654,21.889,-38.60717,0.981,0.816,-16.81957,44.582,67.024,50.3387
Case_10-09,avg,otsu,19,35.198,22.184,-36.97369,0.98,0.821,-16.22449,44.956,67.268,49.63075
Case_10-10,avg,otsu,19,35.995,23.705,-34.14363,0.977,0.829,-15.14841,42.752,65.096,52.26422
Case_11-07,avg,otsu,19,36.157,23.391,-35.30713,0.975,0.82,-15.89744,45.684,57.075,24.93433
Case_11-09,avg,otsu,19,40.644,29.495,-27.43086,0.974,0.932,-4.31211,47.147,50.561,7.24118
Case_11-10,avg,otsu,19,38.256,26.796,-29.95609,0.973,0.893,-8.22199,38.639,56.753,46.8801
Case_11-11,avg,otsu,19,38.322,26.536,-30.75518,0.974,0.889,-8.7269,41.793,56.82,35.95578
Case_11-12,avg,otsu,19,37.84,26.137,-30.92759,0.973,0.881,-9.45529,52.506,56.088,6.82208
Case_11-13,avg,otsu,19,39.641,28.257,-28.71774,0.974,0.912,-6.3655,44.545,54.919,23.28881
Case_11-15,avg,otsu,19,37.002,25.358,-31.46857,0.981,0.893,-8.97044,51.014,57.153,12.03395
Case_12-01,avg,otsu,19,36.767,26.404,-28.1856,0.986,0.944,-4.25963,52.954,68.165,28.72493
Case_12-02,avg,otsu,19,36.615,26.384,-27.9421,0.987,0.946,-4.154,52.77,67.406,27.73546
Case_12-03,avg,otsu,19,36.529,26.125,-28.48148,0.986,0.943,-4.36105,52.071,68.254,31.07872
Case_12-04,avg,otsu,19,36.886,24.868,-32.58147,0.987,0.916,-7.19352,50.243,68.837,37.00814
Case_12-05,avg,otsu,19,36.478,24.531,-32.75125,0.985,0.903,-8.32487,46.963,69.244,47.44373
Case_12-06,avg,otsu,19,36.103,24.835,-31.2107,0.985,0.916,-7.00508,46.111,68.652,48.88421
