name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,3,33.47596,32.38603,-3.25586,0.97234,0.97467,0.23963,52.43543,55.18248,5.23892
Case_1-01,avg,multilevel_tresholding,5,33.47596,32.93846,-1.60563,0.97234,0.97612,0.38875,52.43543,56.504,7.7592
Case_1-01,avg,multilevel_tresholding,7,33.47596,31.2813,-6.55593,0.97234,0.96959,-0.28282,52.43543,53.4536,1.94176
Case_1-01,avg,multilevel_tresholding,9,33.47596,29.13507,-12.96719,0.97234,0.95886,-1.38635,52.43543,53.46205,1.95787
Case_1-01,avg,multilevel_tresholding,11,33.47596,27.31792,-18.39541,0.97234,0.94679,-2.62768,52.43543,49.78471,-5.05521
Case_1-01,avg,multilevel_tresholding,13,33.47596,25.83709,-22.81897,0.97234,0.93465,-3.87622,52.43543,55.16157,5.19904
Case_1-02,avg,multilevel_tresholding,3,33.48185,32.03764,-4.31341,0.97174,0.9734,0.17083,52.75041,54.54342,3.39904
Case_1-02,avg,multilevel_tresholding,5,33.48185,32.94085,-1.6158,0.97174,0.97664,0.50425,52.75041,55.38008,4.98512
Case_1-02,avg,multilevel_tresholding,7,33.48185,31.44463,-6.08455,0.97174,0.97183,0.00926,52.75041,52.319,-0.81783
Case_1-02,avg,multilevel_tresholding,9,33.48185,29.0769,-13.15623,0.97174,0.96127,-1.07745,52.75041,51.55663,-2.26307
Case_1-02,avg,multilevel_tresholding,11,33.48185,27.00879,-19.33304,0.97174,0.94768,-2.47597,52.75041,48.48942,-8.07764
Case_1-02,avg,multilevel_tresholding,13,33.48185,25.32728,-24.3552,0.97174,0.93282,-4.00519,52.75041,55.8347,5.84695
Case_1-03,avg,multilevel_tresholding,3,33.98032,32.42856,-4.56664,0.97747,0.97756,0.00921,49.54837,56.20801,13.44068
Case_1-03,avg,multilevel_tresholding,5,33.98032,32.97955,-2.94515,0.97747,0.97997,0.25576,49.54837,56.92479,14.88731
Case_1-03,avg,multilevel_tresholding,7,33.98032,32.45588,-4.48624,0.97747,0.97748,0.00102,49.54837,57.54052,16.13
Case_1-03,avg,multilevel_tresholding,9,33.98032,30.67743,-9.72001,0.97747,0.97128,-0.63327,49.54837,52.66036,6.28071
Case_1-03,avg,multilevel_tresholding,11,33.98032,29.01356,-14.61658,0.97747,0.96404,-1.37396,49.54837,56.50669,14.04349
Case_1-03,avg,multilevel_tresholding,13,33.98032,27.59174,-18.80082,0.97747,0.95662,-2.13306,49.54837,61.42934,23.97853
Case_1-04,avg,multilevel_tresholding,3,33.94747,33.34062,-1.78761,0.97893,0.98108,0.21963,52.91561,57.06669,7.84472
Case_1-04,avg,multilevel_tresholding,5,33.94747,33.82838,-0.35081,0.97893,0.98319,0.43517,52.91561,56.98954,7.69892
Case_1-04,avg,multilevel_tresholding,7,33.94747,32.75805,-3.50371,0.97893,0.98071,0.18183,52.91561,57.72399,9.08688
Case_1-04,avg,multilevel_tresholding,9,33.94747,30.77258,-9.35236,0.97893,0.97475,-0.427,52.91561,53.63718,1.36362
Case_1-04,avg,multilevel_tresholding,11,33.94747,28.92508,-14.79459,0.97893,0.9671,-1.20846,52.91561,55.67809,5.22054
Case_1-04,avg,multilevel_tresholding,13,33.94747,27.371,-19.37249,0.97893,0.95878,-2.05837,52.91561,61.59076,16.39431
Case_1-05,avg,multilevel_tresholding,3,33.96857,33.22072,-2.20159,0.97769,0.9798,0.21581,49.42568,56.72958,14.77754
Case_1-05,avg,multilevel_tresholding,5,33.96857,33.53023,-1.29043,0.97769,0.98098,0.33651,49.42568,57.85074,17.04592
Case_1-05,avg,multilevel_tresholding,7,33.96857,32.31181,-4.87733,0.97769,0.97692,-0.07876,49.42568,58.40956,18.17654
Case_1-05,avg,multilevel_tresholding,9,33.96857,30.4247,-10.43279,0.97769,0.96993,-0.79371,49.42568,53.89387,9.04022
